Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 15 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 3 No. Lands: 10
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 341 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 25 No. Spells: 44 No. Bombs 2 No. Lands: 19
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 10 No. Evasions: 17 No. Creatures: 43 No. Spells: 34 No. Bombs 2 No. Lands: 3
Deck no: 7 Colors: ['W', 'R', 'B', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 277 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 10 No. Evasions: 15 No. Creatures: 42 No. Spells: 40 No. Bombs 1 No. Lands: 0
Deck no: 20 Colors: ['R', 'U', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 6 Colors: ['R', 'U', 'G', 'B', 'W'] Fitness: 7 No. Evasions: 7 No. Creatures: 38 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 60 No. Spells: 20 No. Bombs 1 No. Lands: 0
Deck no: 13 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 26 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 33 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 41 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 39 No. Spells: 35 No. Bombs 5 No. Lands: 9
Deck no: 36 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 38 No. Spells: 37 No. Bombs 3 No. Lands: 9
Deck no: 40 Colors: ['U', 'B', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 21 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 45 Colors: ['W', 'G', 'B', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 50 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 37 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 19 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 35 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 42 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 38 No. Bombs 4 No. Lands: 7
Deck no: 49 Colors: ['W', 'B', 'U', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 24 Colors: ['G', 'W', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 48 Colors: ['W', 'B', 'U', 'R', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 12 Colors: ['G', 'W', 'R', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 32 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 37 No. Bombs 5 No. Lands: 7
Deck no: 28 Colors: ['U', 'W', 'G', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 43 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 47 Colors: ['R', 'G', 'B', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 16 Colors: ['G', 'B', 'U', 'R', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 34 Colors: ['B', 'W', 'R', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 27 Colors: ['W', 'B', 'R', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 30 Colors: ['B', 'G', 'U', 'W', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 426 Colors: ['B', 'W', 'G', 'U', 'R'] Fitness: 5 No. Evasions: 17 No. Creatures: 53 No. Spells: 22 No. Bombs 11 No. Lands: 0
Deck no: 427 Colors: ['R', 'G', 'W', 'B', 'U'] Fitness: 4 No. Evasions: 0 No. Creatures: 28 No. Spells: 25 No. Bombs 23 No. Lands: 14
Deck no: 428 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 6 No. Evasions: 4 No. Creatures: 29 No. Spells: 36 No. Bombs 0 No. Lands: 21
Deck no: 429 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 5 No. Evasions: 5 No. Creatures: 35 No. Spells: 46 No. Bombs 0 No. Lands: 4
Deck no: 430 Colors: ['R', 'W', 'B', 'G', 'U'] Fitness: 5 No. Evasions: 15 No. Creatures: 56 No. Spells: 20 No. Bombs 0 No. Lands: 14
Deck no: 431 Colors: ['W', 'U', 'G', 'B', 'R'] Fitness: 5 No. Evasions: 8 No. Creatures: 62 No. Spells: 23 No. Bombs 5 No. Lands: 0
Deck no: 432 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 13 No. Creatures: 39 No. Spells: 44 No. Bombs 0 No. Lands: 7
Deck no: 433 Colors: ['G', 'R', 'U', 'W', 'B'] Fitness: 6 No. Evasions: 17 No. Creatures: 42 No. Spells: 30 No. Bombs 0 No. Lands: 9
Deck no: 434 Colors: ['G', 'R', 'B', 'U', 'W'] Fitness: 2 No. Evasions: 0 No. Creatures: 69 No. Spells: 17 No. Bombs 0 No. Lands: 4
Deck no: 435 Colors: ['G', 'W', 'U', 'B', 'R'] Fitness: 6 No. Evasions: 5 No. Creatures: 40 No. Spells: 41 No. Bombs 0 No. Lands: 9
Deck no: 436 Colors: ['G', 'B', 'R', 'U', 'W'] Fitness: 6 No. Evasions: 7 No. Creatures: 31 No. Spells: 46 No. Bombs 3 No. Lands: 10
Deck no: 437 Colors: ['R', 'W', 'G', 'U', 'B'] Fitness: 5 No. Evasions: 10 No. Creatures: 19 No. Spells: 66 No. Bombs 5 No. Lands: 0
Deck no: 438 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 11 No. Evasions: 17 No. Creatures: 42 No. Spells: 41 No. Bombs 2 No. Lands: 0
Deck no: 439 Colors: ['W', 'G', 'R', 'U', 'B'] Fitness: 5 No. Evasions: 3 No. Creatures: 33 No. Spells: 45 No. Bombs 8 No. Lands: 4
Deck no: 440 Colors: ['W', 'B', 'R', 'U', 'G'] Fitness: 6 No. Evasions: 6 No. Creatures: 30 No. Spells: 43 No. Bombs 0 No. Lands: 11
Deck no: 441 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 9 No. Evasions: 6 No. Creatures: 32 No. Spells: 48 No. Bombs 1 No. Lands: 9
Deck no: 442 Colors: ['G', 'R', 'U', 'W', 'B'] Fitness: 6 No. Evasions: 24 No. Creatures: 36 No. Spells: 47 No. Bombs 0 No. Lands: 7
Deck no: 443 Colors: ['W', 'U', 'R', 'B', 'G'] Fitness: 5 No. Evasions: 10 No. Creatures: 53 No. Spells: 33 No. Bombs 0 No. Lands: 0
Deck no: 444 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 5 No. Evasions: 6 No. Creatures: 22 No. Spells: 52 No. Bombs 3 No. Lands: 13
Deck no: 445 Colors: ['W', 'G', 'R', 'U', 'B'] Fitness: 5 No. Evasions: 7 No. Creatures: 61 No. Spells: 23 No. Bombs 0 No. Lands: 3
Deck no: 446 Colors: ['R', 'B', 'G', 'W', 'U'] Fitness: 6 No. Evasions: 4 No. Creatures: 45 No. Spells: 39 No. Bombs 0 No. Lands: 6
Deck no: 447 Colors: ['W', 'B', 'R', 'U', 'G'] Fitness: 6 No. Evasions: 19 No. Creatures: 27 No. Spells: 38 No. Bombs 7 No. Lands: 16
Deck no: 448 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 10 No. Evasions: 18 No. Creatures: 47 No. Spells: 34 No. Bombs 2 No. Lands: 0
Deck no: 449 Colors: ['B', 'R', 'U', 'W', 'G'] Fitness: 6 No. Evasions: 3 No. Creatures: 43 No. Spells: 43 No. Bombs 0 No. Lands: 4
Deck no: 450 Colors: ['R', 'U', 'G', 'W', 'B'] Fitness: 3 No. Evasions: 2 No. Creatures: 69 No. Spells: 17 No. Bombs 4 No. Lands: 0
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 10 No. Evasions: 17 No. Creatures: 43 No. Spells: 34 No. Bombs 2 No. Lands: 3
Deck no: 22 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 18 Colors: ['W', 'U', 'R', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 438 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 11 No. Evasions: 17 No. Creatures: 42 No. Spells: 41 No. Bombs 2 No. Lands: 0
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 3 No. Lands: 10
Deck no: 8 Colors: ['U', 'R', 'G', 'W', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 9 Colors: ['U', 'R', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 3 No. Lands: 10
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 307 Colors: ['R', 'G', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 18 No. Creatures: 41 No. Spells: 39 No. Bombs 3 No. Lands: 0
Deck no: 23 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 341 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 25 No. Spells: 44 No. Bombs 2 No. Lands: 19
Deck no: 2 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 15 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 448 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 10 No. Evasions: 18 No. Creatures: 47 No. Spells: 34 No. Bombs 2 No. Lands: 0
Deck no: 4 Colors: ['R', 'B', 'W', 'G', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 277 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 10 No. Evasions: 15 No. Creatures: 42 No. Spells: 40 No. Bombs 1 No. Lands: 0
Deck no: 441 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 9 No. Evasions: 6 No. Creatures: 32 No. Spells: 48 No. Bombs 1 No. Lands: 9
Deck no: 17 Colors: ['W', 'R', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 14 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 10 Colors: ['B', 'U', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 235 Colors: ['G', 'R', 'W', 'U'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 57 No. Bombs 2 No. Lands: 7
Deck no: 25 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 5 Colors: ['R', 'U', 'W', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 37 No. Bombs 4 No. Lands: 8
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 60 No. Spells: 20 No. Bombs 1 No. Lands: 0
Deck no: 50 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 41 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 39 No. Spells: 35 No. Bombs 5 No. Lands: 9
Deck no: 47 Colors: ['R', 'G', 'B', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 37 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 45 Colors: ['W', 'G', 'B', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 12 Colors: ['G', 'W', 'R', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 20 Colors: ['R', 'U', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 28 Colors: ['U', 'W', 'G', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 13 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 21 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 19 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 26 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 39 No. Bombs 4 No. Lands: 9
Deck no: 32 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 37 No. Bombs 5 No. Lands: 7
Deck no: 33 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 35 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 24 Colors: ['G', 'W', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 49 Colors: ['W', 'B', 'U', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 40 Colors: ['U', 'B', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 7 Colors: ['W', 'R', 'B', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 48 Colors: ['W', 'B', 'U', 'R', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 16 Colors: ['G', 'B', 'U', 'R', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 6 Colors: ['R', 'U', 'G', 'B', 'W'] Fitness: 7 No. Evasions: 7 No. Creatures: 38 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 42 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 38 No. Bombs 4 No. Lands: 7
Deck no: 43 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 36 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 38 No. Spells: 37 No. Bombs 3 No. Lands: 9
Deck no: 451 Colors: ['R', 'G', 'W', 'B', 'U'] Fitness: 5 No. Evasions: 6 No. Creatures: 47 No. Spells: 29 No. Bombs 0 No. Lands: 8
Deck no: 452 Colors: ['W', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 6 No. Creatures: 40 No. Spells: 44 No. Bombs 0 No. Lands: 6
Deck no: 453 Colors: ['U', 'B', 'G', 'R', 'W'] Fitness: 7 No. Evasions: 6 No. Creatures: 39 No. Spells: 41 No. Bombs 0 No. Lands: 4
Deck no: 454 Colors: ['R', 'U', 'W', 'B', 'G'] Fitness: 7 No. Evasions: 17 No. Creatures: 41 No. Spells: 46 No. Bombs 0 No. Lands: 3
Deck no: 455 Colors: ['R', 'B', 'G', 'W', 'U'] Fitness: 6 No. Evasions: 24 No. Creatures: 44 No. Spells: 32 No. Bombs 0 No. Lands: 3
Deck no: 456 Colors: ['G', 'U', 'W', 'B', 'R'] Fitness: 5 No. Evasions: 22 No. Creatures: 24 No. Spells: 62 No. Bombs 0 No. Lands: 4
Deck no: 457 Colors: ['R', 'B', 'G', 'W', 'U'] Fitness: 6 No. Evasions: 16 No. Creatures: 28 No. Spells: 49 No. Bombs 0 No. Lands: 0
Deck no: 458 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 5 No. Evasions: 5 No. Creatures: 29 No. Spells: 44 No. Bombs 9 No. Lands: 8
Deck no: 459 Colors: ['B', 'W', 'R', 'U', 'G'] Fitness: 7 No. Evasions: 16 No. Creatures: 41 No. Spells: 38 No. Bombs 9 No. Lands: 0
Deck no: 460 Colors: ['B', 'G', 'W', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 45 No. Bombs 0 No. Lands: 7
Deck no: 461 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 5 No. Evasions: 10 No. Creatures: 46 No. Spells: 22 No. Bombs 8 No. Lands: 14
Deck no: 462 Colors: ['G', 'R', 'B', 'W', 'U'] Fitness: 5 No. Evasions: 8 No. Creatures: 19 No. Spells: 43 No. Bombs 11 No. Lands: 17
Deck no: 463 Colors: ['G', 'R', 'U', 'W', 'B'] Fitness: 7 No. Evasions: 21 No. Creatures: 37 No. Spells: 32 No. Bombs 4 No. Lands: 7
Deck no: 464 Colors: ['W', 'R', 'B', 'G', 'U'] Fitness: 4 No. Evasions: 0 No. Creatures: 38 No. Spells: 46 No. Bombs 6 No. Lands: 0
Deck no: 465 Colors: ['R', 'W', 'B', 'U', 'G'] Fitness: 7 No. Evasions: 12 No. Creatures: 34 No. Spells: 39 No. Bombs 4 No. Lands: 6
Deck no: 466 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 5 No. Evasions: 5 No. Creatures: 42 No. Spells: 31 No. Bombs 7 No. Lands: 10
Deck no: 467 Colors: ['W', 'R', 'B', 'U', 'G'] Fitness: 5 No. Evasions: 16 No. Creatures: 26 No. Spells: 56 No. Bombs 5 No. Lands: 0
Deck no: 468 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 6 No. Creatures: 46 No. Spells: 41 No. Bombs 0 No. Lands: 3
Deck no: 469 Colors: ['B', 'U', 'W', 'R', 'G'] Fitness: 4 No. Evasions: 3 No. Creatures: 57 No. Spells: 33 No. Bombs 0 No. Lands: 0
Deck no: 470 Colors: ['W', 'B', 'G', 'U', 'R'] Fitness: 6 No. Evasions: 5 No. Creatures: 27 No. Spells: 24 No. Bombs 0 No. Lands: 37
Deck no: 471 Colors: ['R', 'B', 'U', 'G', 'W'] Fitness: 4 No. Evasions: 4 No. Creatures: 41 No. Spells: 25 No. Bombs 8 No. Lands: 12
Deck no: 472 Colors: ['G', 'U', 'R', 'B', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 39 No. Spells: 46 No. Bombs 0 No. Lands: 5
Deck no: 473 Colors: ['G', 'R', 'B', 'U', 'W'] Fitness: 7 No. Evasions: 10 No. Creatures: 33 No. Spells: 29 No. Bombs 17 No. Lands: 11
Deck no: 474 Colors: ['R', 'B', 'G', 'U', 'W'] Fitness: 5 No. Evasions: 11 No. Creatures: 59 No. Spells: 31 No. Bombs 0 No. Lands: 0
Deck no: 475 Colors: ['R', 'W', 'G'] Fitness: 10 No. Evasions: 6 No. Creatures: 71 No. Spells: 5 No. Bombs 0 No. Lands: 14
Deck no: 22 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 10 No. Evasions: 17 No. Creatures: 43 No. Spells: 34 No. Bombs 2 No. Lands: 3
Deck no: 2 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 9 Colors: ['U', 'R', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 3 No. Lands: 10
Deck no: 4 Colors: ['R', 'B', 'W', 'G', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 235 Colors: ['G', 'R', 'W', 'U'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 57 No. Bombs 2 No. Lands: 7
Deck no: 441 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 9 No. Evasions: 6 No. Creatures: 32 No. Spells: 48 No. Bombs 1 No. Lands: 9
Deck no: 341 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 25 No. Spells: 44 No. Bombs 2 No. Lands: 19
Deck no: 307 Colors: ['R', 'G', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 18 No. Creatures: 41 No. Spells: 39 No. Bombs 3 No. Lands: 0
Deck no: 17 Colors: ['W', 'R', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 448 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 10 No. Evasions: 18 No. Creatures: 47 No. Spells: 34 No. Bombs 2 No. Lands: 0
Deck no: 277 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 10 No. Evasions: 16 No. Creatures: 42 No. Spells: 39 No. Bombs 1 No. Lands: 0
Deck no: 25 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 10 Colors: ['B', 'U', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 23 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 18 Colors: ['W', 'U', 'R', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 3 No. Lands: 10
Deck no: 15 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 14 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 475 Colors: ['R', 'W', 'G'] Fitness: 10 No. Evasions: 6 No. Creatures: 71 No. Spells: 5 No. Bombs 0 No. Lands: 14
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 60 No. Spells: 20 No. Bombs 1 No. Lands: 0
